vg_image_id	vg_image_name	vg_object_id	vg_obj_name	bbox_xywh	vg_synset	vg_cat
2368850	2368850.jpg	2674770	car	[83, 106, 335, 142]	car.n.01	vehicle
2368851	2368851.jpg	2605030	bucket	[139, 173, 202, 187]	vessel.n.03	instrumentality, instrumentation
2368854	2368854.jpg	3452195	guy	[294, 88, 156, 245]	man.n.01	person
2368856	2368856.jpg	615645	salad	[209, 0, 291, 263]	dish.n.02	food, nutrient
2368857	2368857.jpg	2426267	boat	[186, 19, 182, 339]	boat.n.01	vehicle
2368862	2368862.jpg	2655424	horse	[148, 140, 231, 175]	horse.n.01	animal
2368865	2368865.jpg	615589	coat	[138, 159, 362, 174]	overgarment.n.01	article of clothing
2368867	2368867.jpg	615529	bed	[213, 165, 286, 167]	furnishing.n.02	instrumentality, instrumentation
2368868	2368868.jpg	3866604	shirt	[205, 182, 295, 96]	shirt.n.01	article of clothing
2368878	2368878.jpg	3866547	dresser	[0, 241, 498, 131]	furnishing.n.02	instrumentality, instrumentation
2368879	2368879.jpg	1935097	child	[213, 38, 203, 219]	child.n.01	person
2368882	2368882.jpg	2119600	gown	[52, 233, 444, 140]	dress.n.01	article of clothing
2368889	2368889.jpg	2160728	dog	[145, 37, 327, 338]	dog.n.01	animal
2368890	2368890.jpg	2335118	desk	[0, 194, 500, 180]	furnishing.n.02	instrumentality, instrumentation
2368894	2368894.jpg	2470462	coat	[3, 2, 239, 330]	overgarment.n.01	article of clothing
2368896	2368896.jpg	3866368	desk	[0, 161, 500, 214]	furnishing.n.02	instrumentality, instrumentation
2368898	2368898.jpg	3327051	train	[107, 156, 225, 259]	train.n.01	vehicle
2368907	2368907.jpg	2009422	bread	[96, 64, 212, 263]	baked_goods.n.01	food, solid food
2368909	2368909.jpg	615308	cow	[104, 73, 221, 288]	ungulate.n.01	animal
2368913	2368913.jpg	615276	desk	[79, 204, 421, 171]	furnishing.n.02	instrumentality, instrumentation
2368915	2368915.jpg	615245	plane	[37, 172, 443, 135]	aircraft.n.01	vehicle
2368917	2368917.jpg	1700686	giraffe	[74, 0, 424, 332]	ungulate.n.01	animal
2368923	2368923.jpg	3021726	pizza	[0, 133, 300, 365]	dish.n.02	food, nutrient
2368924	2368924.jpg	615183	plane	[10, 49, 459, 147]	aircraft.n.01	vehicle
2368929	2368929.jpg	2239231	bull	[2, 186, 179, 282]	ungulate.n.01	animal
2368930	2368930.jpg	615110	girl	[41, 66, 343, 281]	woman.n.01	person
2368938	2368938.jpg	1886298	pizza	[5, 232, 262, 260]	dish.n.02	food, nutrient
2368942	2368942.jpg	744615	man	[76, 51, 423, 280]	man.n.01	person
2368949	2368949.jpg	614935	zebra	[181, 28, 226, 277]	ungulate.n.01	animal
2368951	2368951.jpg	1839860	giraffe	[67, 60, 196, 265]	ungulate.n.01	animal
2368956	2368956.jpg	614883	cake	[68, 165, 217, 302]	baked_goods.n.01	food, solid food
2368958	2368958.jpg	614839	t-shirt	[99, 146, 213, 307]	shirt.n.01	article of clothing
2368965	2368965.jpg	1693409	child	[18, 26, 298, 473]	child.n.01	person
2368969	2368969.jpg	3866012	woman	[149, 9, 327, 323]	woman.n.01	person
2368977	2368977.jpg	3865953	giraffe	[107, 107, 153, 280]	ungulate.n.01	animal
2368982	2368982.jpg	614585	train	[204, 80, 270, 258]	train.n.01	vehicle
2368984	2368984.jpg	3865908	airplane	[14, 112, 327, 150]	aircraft.n.01	vehicle
2368987	2368987.jpg	2143928	train	[27, 9, 474, 264]	train.n.01	vehicle
2368992	2368992.jpg	2111821	bowl	[76, 141, 269, 172]	vessel.n.03	instrumentality, instrumentation
2368995	2368995.jpg	3064092	aircraft	[0, 103, 386, 148]	aircraft.n.01	vehicle
2369003	2369003.jpg	1899443	plane	[115, 77, 299, 131]	aircraft.n.01	vehicle
2369012	2369012.jpg	1802081	boy	[114, 77, 122, 302]	male_child.n.01	person
2369015	2369015.jpg	1767036	car	[126, 186, 356, 189]	car.n.01	vehicle
2369018	2369018.jpg	2376691	boy	[54, 135, 186, 363]	male_child.n.01	person
2369022	2369022.jpg	614456	shirt	[237, 139, 177, 192]	shirt.n.01	article of clothing
2369023	2369023.jpg	2106354	bun	[0, 126, 476, 246]	baked_goods.n.01	food, solid food
2369024	2369024.jpg	744293	giraffe	[137, 29, 116, 458]	ungulate.n.01	animal
2369026	2369026.jpg	3386821	dress	[32, 169, 192, 329]	dress.n.01	article of clothing
2369027	2369027.jpg	1791290	garage	[0, 1, 499, 231]	outbuilding.n.01	structure, construction
2369028	2369028.jpg	2002800	chair	[31, 5, 336, 176]	furnishing.n.02	instrumentality, instrumentation
2369033	2369033.jpg	1840482	pizza	[107, 47, 260, 162]	dish.n.02	food, nutrient
2369034	2369034.jpg	1820939	sofa	[0, 90, 500, 243]	furnishing.n.02	instrumentality, instrumentation
2369037	2369037.jpg	2678367	horse	[183, 62, 183, 231]	horse.n.01	animal
2369039	2369039.jpg	2115300	house	[267, 32, 227, 342]	house.n.01	structure, construction
2369042	2369042.jpg	614393	cake	[238, 60, 262, 314]	baked_goods.n.01	food, solid food
2369045	2369045.jpg	1809072	curtain	[276, 6, 223, 282]	furnishing.n.02	instrumentality, instrumentation
2369060	2369060.jpg	744223	table	[0, 317, 499, 183]	furnishing.n.02	instrumentality, instrumentation
2369064	2369064.jpg	2002077	shirt	[301, 97, 198, 180]	shirt.n.01	article of clothing
2369074	2369074.jpg	2103281	skater	[26, 0, 451, 281]	athlete.n.01	person
2369075	2369075.jpg	2015113	man	[269, 3, 230, 284]	man.n.01	person
2369077	2369077.jpg	2471567	plane	[30, 108, 437, 156]	aircraft.n.01	vehicle
2369079	2369079.jpg	3865364	airplane	[1, 86, 487, 121]	aircraft.n.01	vehicle
2369085	2369085.jpg	744195	shirt	[1, 294, 298, 202]	shirt.n.01	article of clothing
2369086	2369086.jpg	614055	jeep	[147, 185, 327, 219]	car.n.01	vehicle
2369089	2369089.jpg	1979809	bed	[1, 147, 322, 227]	furnishing.n.02	instrumentality, instrumentation
2369125	2369125.jpg	1764767	zebra	[53, 35, 277, 164]	ungulate.n.01	animal
2369129	2369129.jpg	2404026	car	[90, 16, 396, 294]	car.n.01	vehicle
2369131	2369131.jpg	3865083	table	[142, 198, 358, 139]	furnishing.n.02	instrumentality, instrumentation
2369132	2369132.jpg	2029354	train	[0, 1, 134, 283]	train.n.01	vehicle
2369138	2369138.jpg	1788594	aircraft	[19, 104, 460, 168]	aircraft.n.01	vehicle
2369140	2369140.jpg	613760	counter	[158, 115, 336, 260]	furnishing.n.02	instrumentality, instrumentation
2369141	2369141.jpg	2695179	counter	[21, 119, 479, 255]	furnishing.n.02	instrumentality, instrumentation
2369145	2369145.jpg	2096626	cat	[79, 4, 255, 369]	feline.n.01	animal
2369147	2369147.jpg	1819323	shirt	[1, 97, 206, 263]	shirt.n.01	article of clothing
2369148	2369148.jpg	1816497	pizza	[7, 0, 493, 298]	dish.n.02	food, nutrient
2369150	2369150.jpg	2458565	bridge	[1, 156, 500, 106]	bridge.n.01	structure, construction
2369151	2369151.jpg	2765560	shirt	[105, 179, 256, 195]	shirt.n.01	article of clothing
2369152	2369152.jpg	613733	shirt	[73, 137, 220, 293]	shirt.n.01	article of clothing
2369160	2369160.jpg	2187094	giraffe	[0, 105, 389, 242]	ungulate.n.01	animal
2369161	2369161.jpg	613668	chair	[102, 93, 149, 229]	furnishing.n.02	instrumentality, instrumentation
2369169	2369169.jpg	613553	lady	[51, 92, 188, 240]	woman.n.01	person
2369177	2369177.jpg	613426	jacket	[22, 120, 227, 193]	overgarment.n.01	article of clothing
2369179	2369179.jpg	2182484	gown	[83, 135, 297, 158]	dress.n.01	article of clothing
2369188	2369188.jpg	3864734	table	[113, 168, 328, 171]	furnishing.n.02	instrumentality, instrumentation
2369195	2369195.jpg	613276	bird	[1, 133, 190, 185]	bird.n.01	animal
2369196	2369196.jpg	2192489	cup	[44, 256, 207, 198]	crockery.n.01	tableware
2369199	2369199.jpg	743966	bun	[94, 68, 405, 255]	baked_goods.n.01	food, solid food
2369200	2369200.jpg	613236	airplane	[74, 122, 369, 112]	aircraft.n.01	vehicle
2369214	2369214.jpg	2372545	dachshund	[94, 137, 259, 196]	dog.n.01	animal
2369215	2369215.jpg	613146	chair	[280, 110, 189, 255]	furnishing.n.02	instrumentality, instrumentation
2369216	2369216.jpg	613122	man	[96, 55, 157, 328]	man.n.01	person
2369218	2369218.jpg	2071440	zebra	[23, 81, 268, 228]	ungulate.n.01	animal
2369224	2369224.jpg	3567640	cow	[97, 63, 350, 244]	ungulate.n.01	animal
2369225	2369225.jpg	743915	shirt	[46, 41, 176, 326]	shirt.n.01	article of clothing
2369230	2369230.jpg	612994	cow	[77, 60, 421, 272]	ungulate.n.01	animal
2369233	2369233.jpg	3864496	zebra	[168, 43, 182, 236]	ungulate.n.01	animal
2369241	2369241.jpg	612929	motorcycle	[34, 188, 155, 294]	motorcycle.n.01	vehicle
2369243	2369243.jpg	612890	woman	[174, 72, 250, 259]	woman.n.01	person
2369246	2369246.jpg	2589500	bun	[2, 180, 491, 167]	baked_goods.n.01	food, solid food
2369250	2369250.jpg	2368288	blazer	[0, 149, 333, 351]	overgarment.n.01	article of clothing
2369251	2369251.jpg	743831	cow	[153, 102, 223, 230]	ungulate.n.01	animal
2369252	2369252.jpg	612823	bed	[181, 217, 315, 111]	furnishing.n.02	instrumentality, instrumentation
2369254	2369254.jpg	1955706	desk	[1, 148, 494, 221]	furnishing.n.02	instrumentality, instrumentation
2369255	2369255.jpg	2058275	bench	[39, 146, 460, 180]	furnishing.n.02	instrumentality, instrumentation
2369257	2369257.jpg	612759	woman	[304, 0, 131, 310]	woman.n.01	person
2369261	2369261.jpg	2254067	child	[94, 22, 199, 376]	child.n.01	person
2369263	2369263.jpg	612717	horse	[40, 66, 253, 434]	horse.n.01	animal
2369267	2369267.jpg	612703	boy	[311, 68, 188, 205]	male_child.n.01	person
2369270	2369270.jpg	743789	dog	[101, 45, 366, 243]	dog.n.01	animal
2369273	2369273.jpg	2656700	bird	[144, 61, 301, 202]	bird.n.01	animal
2369276	2369276.jpg	2014717	train	[143, 24, 232, 281]	train.n.01	vehicle
2369277	2369277.jpg	612677	bench	[105, 208, 362, 166]	furnishing.n.02	instrumentality, instrumentation
2369280	2369280.jpg	612657	cat	[88, 223, 373, 277]	feline.n.01	animal
2369281	2369281.jpg	743769	giraffe	[116, 48, 166, 350]	ungulate.n.01	animal
2369284	2369284.jpg	612652	giraffe	[231, 42, 122, 280]	ungulate.n.01	animal
2369285	2369285.jpg	612612	knife	[20, 171, 478, 76]	tool.n.01	tool
2369286	2369286.jpg	1823220	zebra	[21, 17, 297, 303]	ungulate.n.01	animal
2369287	2369287.jpg	1688317	dog	[2, 2, 277, 370]	dog.n.01	animal
2369288	2369288.jpg	612602	truck	[87, 80, 335, 256]	truck.n.01	vehicle
2369291	2369291.jpg	2095523	bowl	[23, 109, 428, 237]	vessel.n.03	instrumentality, instrumentation
2369292	2369292.jpg	612566	car	[69, 97, 428, 171]	car.n.01	vehicle
2369293	2369293.jpg	612544	cat	[0, 56, 220, 257]	feline.n.01	animal
2369295	2369295.jpg	1771265	t-shirt	[74, 100, 333, 209]	shirt.n.01	article of clothing
2369296	2369296.jpg	2694862	boy	[59, 107, 141, 338]	male_child.n.01	person
2369300	2369300.jpg	3864150	bed	[0, 306, 375, 193]	furnishing.n.02	instrumentality, instrumentation
2369303	2369303.jpg	743728	rug	[0, 154, 408, 142]	furnishing.n.02	instrumentality, instrumentation
2369306	2369306.jpg	612451	jacket	[168, 201, 165, 214]	overgarment.n.01	article of clothing
2369308	2369308.jpg	2607761	cabinet	[110, 18, 305, 313]	furnishing.n.02	instrumentality, instrumentation
2369309	2369309.jpg	612423	boy	[75, 22, 223, 358]	male_child.n.01	person
2369315	2369315.jpg	743700	backstop	[2, 4, 497, 222]	athlete.n.01	person
2369317	2369317.jpg	612338	cabinet	[2, 0, 182, 335]	furnishing.n.02	instrumentality, instrumentation
2369322	2369322.jpg	3864085	dress	[11, 161, 259, 177]	dress.n.01	article of clothing
2369324	2369324.jpg	3864074	girl	[362, 22, 107, 313]	woman.n.01	person
2369325	2369325.jpg	612266	pizza	[2, 145, 280, 182]	dish.n.02	food, nutrient
2369326	2369326.jpg	2690041	sheep	[61, 144, 272, 166]	ungulate.n.01	animal
2369331	2369331.jpg	1870497	boy	[119, 72, 212, 202]	male_child.n.01	person
2369334	2369334.jpg	612181	chair	[40, 109, 335, 390]	furnishing.n.02	instrumentality, instrumentation
2369338	2369338.jpg	1976373	airplane	[0, 142, 500, 218]	aircraft.n.01	vehicle
2369343	2369343.jpg	612111	plane	[297, 69, 203, 263]	aircraft.n.01	vehicle
2369344	2369344.jpg	743653	girl	[36, 45, 265, 454]	woman.n.01	person
2369358	2369358.jpg	2327432	carpet	[0, 205, 495, 171]	furnishing.n.02	instrumentality, instrumentation
2369363	2369363.jpg	611954	airplane	[86, 60, 365, 161]	aircraft.n.01	vehicle
2369370	2369370.jpg	2094501	boat	[206, 42, 176, 265]	boat.n.01	vehicle
2369383	2369383.jpg	1756634	house	[219, 203, 281, 131]	house.n.01	structure, construction
2369385	2369385.jpg	743554	scooter	[112, 22, 299, 275]	boat.n.01	vehicle
2369389	2369389.jpg	1662720	goat	[0, 132, 212, 137]	ungulate.n.01	animal
2369394	2369394.jpg	2102028	woman	[46, 85, 269, 415]	woman.n.01	person
2369398	2369398.jpg	2464529	train	[30, 98, 408, 117]	train.n.01	vehicle
2369402	2369402.jpg	1964350	dog	[80, 200, 270, 299]	dog.n.01	animal
2369405	2369405.jpg	1964273	airplane	[18, 42, 482, 203]	aircraft.n.01	vehicle
2369413	2369413.jpg	1764572	horse	[12, 70, 333, 246]	horse.n.01	animal
2369417	2369417.jpg	2363971	train	[241, 157, 258, 342]	train.n.01	vehicle
2369419	2369419.jpg	2024649	toast	[126, 127, 304, 278]	baked_goods.n.01	food, solid food
2369420	2369420.jpg	611549	bridge	[2, 159, 498, 116]	bridge.n.01	structure, construction
2369421	2369421.jpg	1779431	motorcycle	[27, 0, 453, 446]	motorcycle.n.01	vehicle
2369425	2369425.jpg	2082159	cake	[89, 0, 282, 139]	baked_goods.n.01	food, solid food
2369428	2369428.jpg	611428	couch	[4, 38, 286, 456]	furnishing.n.02	instrumentality, instrumentation
2369429	2369429.jpg	1937656	cow	[8, 10, 355, 177]	ungulate.n.01	animal
2369433	2369433.jpg	611383	bowl	[0, 62, 362, 314]	vessel.n.03	instrumentality, instrumentation
2369434	2369434.jpg	2687281	desk	[1, 106, 498, 87]	furnishing.n.02	instrumentality, instrumentation
2369447	2369447.jpg	611265	desk	[0, 194, 236, 179]	furnishing.n.02	instrumentality, instrumentation
2369449	2369449.jpg	3107796	curtain	[0, 0, 146, 499]	furnishing.n.02	instrumentality, instrumentation
2369450	2369450.jpg	2309247	dog	[167, 7, 175, 278]	dog.n.01	animal
2369451	2369451.jpg	1910548	lady	[33, 113, 333, 387]	woman.n.01	person
2369455	2369455.jpg	3863367	pitcher	[15, 7, 358, 391]	athlete.n.01	person
2369460	2369460.jpg	2314518	horse	[60, 0, 257, 221]	horse.n.01	animal
2369466	2369466.jpg	611202	cat	[2, 0, 497, 296]	feline.n.01	animal
2369468	2369468.jpg	611175	pitcher	[3, 18, 343, 274]	athlete.n.01	person
2369474	2369474.jpg	1987347	boy	[58, 158, 219, 169]	male_child.n.01	person
2369478	2369478.jpg	2026139	shirt	[0, 195, 217, 177]	shirt.n.01	article of clothing
2369480	2369480.jpg	3340439	bench	[234, 72, 266, 261]	furnishing.n.02	instrumentality, instrumentation
2369483	2369483.jpg	611131	bowl	[66, 72, 382, 361]	vessel.n.03	instrumentality, instrumentation
2369484	2369484.jpg	3863213	desk	[19, 202, 480, 170]	furnishing.n.02	instrumentality, instrumentation
2369485	2369485.jpg	743441	girl	[34, 16, 245, 483]	woman.n.01	person
2369489	2369489.jpg	2383214	chair	[82, 244, 318, 130]	furnishing.n.02	instrumentality, instrumentation
2369492	2369492.jpg	611111	sheep	[91, 224, 189, 247]	ungulate.n.01	animal
2369494	2369494.jpg	3300729	kid	[208, 29, 289, 344]	child.n.01	person
2369504	2369504.jpg	611051	shirt	[0, 245, 333, 254]	shirt.n.01	article of clothing
2369506	2369506.jpg	2388112	airplane	[4, 6, 495, 160]	aircraft.n.01	vehicle
2369511	2369511.jpg	2522318	batter	[169, 41, 161, 262]	athlete.n.01	person
2369512	2369512.jpg	2477632	airplane	[0, 93, 500, 161]	aircraft.n.01	vehicle
2369532	2369532.jpg	610955	woman	[131, 60, 121, 422]	woman.n.01	person
2369536	2369536.jpg	2642611	bed	[32, 127, 460, 373]	furnishing.n.02	instrumentality, instrumentation
2369538	2369538.jpg	610920	man	[61, 124, 138, 298]	man.n.01	person
2369543	2369543.jpg	3862890	boat	[154, 61, 346, 180]	boat.n.01	vehicle
2369549	2369549.jpg	2116857	tie	[151, 40, 119, 376]	neckwear.n.01	article of clothing
2369552	2369552.jpg	3862861	tie	[83, 64, 262, 434]	neckwear.n.01	article of clothing
2369554	2369554.jpg	743275	motorcycle	[156, 101, 326, 193]	motorcycle.n.01	vehicle
2369555	2369555.jpg	3862851	bed	[199, 212, 300, 116]	furnishing.n.02	instrumentality, instrumentation
2369561	2369561.jpg	1996247	motorcycle	[138, 75, 270, 211]	motorcycle.n.01	vehicle
2369564	2369564.jpg	743234	coat	[204, 120, 244, 211]	overgarment.n.01	article of clothing
2369570	2369570.jpg	2289965	car	[0, 137, 461, 231]	car.n.01	vehicle
2369574	2369574.jpg	3862726	horse	[135, 98, 280, 219]	horse.n.01	animal
2369580	2369580.jpg	610641	table	[0, 50, 499, 285]	furnishing.n.02	instrumentality, instrumentation
2369582	2369582.jpg	2550529	cat	[312, 45, 186, 327]	feline.n.01	animal
2369599	2369599.jpg	610531	bench	[2, 163, 450, 202]	furnishing.n.02	instrumentality, instrumentation
2369601	2369601.jpg	2037762	desk	[0, 40, 501, 332]	furnishing.n.02	instrumentality, instrumentation
2369602	2369602.jpg	1992698	desk	[63, 180, 374, 195]	furnishing.n.02	instrumentality, instrumentation
2369603	2369603.jpg	3862579	bed	[5, 41, 478, 286]	furnishing.n.02	instrumentality, instrumentation
2369607	2369607.jpg	3862545	counter	[2, 358, 373, 141]	furnishing.n.02	instrumentality, instrumentation
2369608	2369608.jpg	1689241	coat	[30, 139, 214, 277]	overgarment.n.01	article of clothing
2369609	2369609.jpg	2274459	girl	[109, 73, 150, 259]	woman.n.01	person
2369614	2369614.jpg	2468645	bench	[0, 187, 500, 188]	furnishing.n.02	instrumentality, instrumentation
2369633	2369633.jpg	2133647	horse	[85, 0, 400, 375]	horse.n.01	animal
2369634	2369634.jpg	3862417	girl	[128, 9, 218, 323]	woman.n.01	person
2369640	2369640.jpg	610300	recliner	[0, 178, 204, 197]	furnishing.n.02	instrumentality, instrumentation
2369641	2369641.jpg	2550497	woman	[60, 19, 175, 480]	woman.n.01	person
2369645	2369645.jpg	610252	donut	[19, 222, 271, 161]	baked_goods.n.01	food, solid food
2369647	2369647.jpg	610220	train	[35, 31, 317, 237]	train.n.01	vehicle
2369654	2369654.jpg	1924605	airplane	[49, 109, 341, 104]	aircraft.n.01	vehicle
2369656	2369656.jpg	1771659	fork	[100, 268, 183, 232]	cutlery.n.02	ware
2369657	2369657.jpg	2108323	airplane	[35, 156, 347, 113]	aircraft.n.01	vehicle
2369659	2369659.jpg	610128	bench	[0, 66, 300, 432]	furnishing.n.02	instrumentality, instrumentation
2369660	2369660.jpg	2209227	plane	[46, 13, 454, 213]	aircraft.n.01	vehicle
2369665	2369665.jpg	2096252	pizza	[83, 272, 224, 193]	dish.n.02	food, nutrient
2369667	2369667.jpg	610034	chair	[216, 89, 183, 185]	furnishing.n.02	instrumentality, instrumentation
2369668	2369668.jpg	3517246	sheep	[125, 35, 362, 323]	ungulate.n.01	animal
2369669	2369669.jpg	1894598	giraffe	[76, 40, 208, 244]	ungulate.n.01	animal
2369670	2369670.jpg	3862338	house	[0, 41, 358, 388]	house.n.01	structure, construction
2369673	2369673.jpg	3862330	car	[62, 106, 395, 213]	car.n.01	vehicle
2369679	2369679.jpg	3862287	train	[178, 53, 294, 231]	train.n.01	vehicle
2369680	2369680.jpg	1664875	zebra	[138, 20, 361, 312]	ungulate.n.01	animal
2369684	2369684.jpg	2270385	giraffe	[138, 44, 338, 324]	ungulate.n.01	animal
2369685	2369685.jpg	2192182	airplane	[42, 16, 422, 131]	aircraft.n.01	vehicle
2369690	2369690.jpg	743112	table	[1, 323, 498, 175]	furnishing.n.02	instrumentality, instrumentation
2369693	2369693.jpg	2113848	airplane	[5, 28, 410, 106]	aircraft.n.01	vehicle
2369696	2369696.jpg	2944618	guy	[75, 1, 141, 330]	man.n.01	person
2369699	2369699.jpg	609888	boy	[87, 28, 212, 297]	male_child.n.01	person
2369707	2369707.jpg	3862163	jacket	[286, 0, 193, 245]	overgarment.n.01	article of clothing
2369721	2369721.jpg	2324672	house	[176, 0, 154, 371]	house.n.01	structure, construction
2369727	2369727.jpg	1975064	bench	[98, 315, 233, 187]	furnishing.n.02	instrumentality, instrumentation
2369729	2369729.jpg	609625	truck	[2, 306, 477, 169]	truck.n.01	vehicle
2369731	2369731.jpg	609613	bed	[0, 60, 498, 315]	furnishing.n.02	instrumentality, instrumentation
2369734	2369734.jpg	2014066	kid	[52, 55, 246, 440]	child.n.01	person
2369740	2369740.jpg	2366573	boat	[131, 95, 317, 111]	boat.n.01	vehicle
2369741	2369741.jpg	2423162	man	[149, 76, 124, 400]	man.n.01	person
2369743	2369743.jpg	2027998	table	[1, 84, 372, 414]	furnishing.n.02	instrumentality, instrumentation
2369746	2369746.jpg	609535	blazer	[100, 21, 333, 354]	overgarment.n.01	article of clothing
2369749	2369749.jpg	3253029	couch	[97, 158, 403, 198]	furnishing.n.02	instrumentality, instrumentation
2369750	2369750.jpg	1782721	couch	[0, 195, 211, 177]	furnishing.n.02	instrumentality, instrumentation
2369759	2369759.jpg	2954198	cat	[146, 66, 159, 271]	feline.n.01	animal
2369767	2369767.jpg	2343644	giraffe	[0, 118, 377, 235]	ungulate.n.01	animal
2369768	2369768.jpg	609414	guy	[207, 27, 281, 304]	man.n.01	person
2369770	2369770.jpg	609391	cabinet	[15, 0, 485, 123]	furnishing.n.02	instrumentality, instrumentation
2369771	2369771.jpg	2077426	man	[0, 0, 307, 375]	man.n.01	person
2369772	2369772.jpg	609382	table	[0, 68, 319, 412]	furnishing.n.02	instrumentality, instrumentation
2369778	2369778.jpg	609362	bull	[31, 68, 344, 220]	ungulate.n.01	animal
2369784	2369784.jpg	743008	pizza	[70, 111, 264, 177]	dish.n.02	food, nutrient
2369788	2369788.jpg	2105021	knife	[153, 192, 180, 279]	tool.n.01	tool
2369796	2369796.jpg	2351637	guy	[83, 56, 366, 444]	man.n.01	person
2369805	2369805.jpg	3861515	donut	[126, 52, 272, 243]	baked_goods.n.01	food, solid food
2369809	2369809.jpg	742987	vase	[111, 149, 115, 319]	vessel.n.03	instrumentality, instrumentation
2369813	2369813.jpg	1659484	cot	[1, 169, 287, 205]	furnishing.n.02	instrumentality, instrumentation
2369814	2369814.jpg	609012	plane	[55, 96, 398, 127]	aircraft.n.01	vehicle
2369817	2369817.jpg	608968	knife	[139, 177, 235, 242]	tool.n.01	tool
2369819	2369819.jpg	608941	boy	[78, 51, 150, 281]	male_child.n.01	person
2369825	2369825.jpg	608884	plane	[30, 89, 458, 169]	aircraft.n.01	vehicle
2369829	2369829.jpg	2299030	rice	[201, 23, 251, 292]	foodstuff.n.02	food, nutrient
2369832	2369832.jpg	608845	train	[70, 122, 351, 160]	train.n.01	vehicle
2369839	2369839.jpg	2325794	jet	[21, 84, 455, 169]	aircraft.n.01	vehicle
2369842	2369842.jpg	1716099	aircraft	[37, 110, 426, 222]	aircraft.n.01	vehicle
2369843	2369843.jpg	608775	horse	[143, 120, 276, 216]	horse.n.01	animal
2369845	2369845.jpg	1683874	dog	[1, 161, 289, 178]	dog.n.01	animal
2369846	2369846.jpg	2410410	train	[98, 51, 325, 260]	train.n.01	vehicle
2369848	2369848.jpg	608740	man	[97, 66, 197, 429]	man.n.01	person
2369853	2369853.jpg	1958788	chair	[97, 90, 278, 308]	furnishing.n.02	instrumentality, instrumentation
2369855	2369855.jpg	3861355	car	[59, 81, 441, 253]	car.n.01	vehicle
2369857	2369857.jpg	2464886	train	[151, 26, 301, 152]	train.n.01	vehicle
2369858	2369858.jpg	1782805	sheep	[16, 181, 260, 277]	ungulate.n.01	animal
2369861	2369861.jpg	608706	rug	[0, 332, 248, 167]	furnishing.n.02	instrumentality, instrumentation
2369863	2369863.jpg	2501389	bottle	[369, 0, 131, 375]	vessel.n.03	instrumentality, instrumentation
2369866	2369866.jpg	1690462	lady	[163, 0, 337, 304]	woman.n.01	person
2369867	2369867.jpg	3861212	cat	[53, 78, 259, 262]	feline.n.01	animal
2369868	2369868.jpg	2480999	jar	[2, 15, 342, 442]	vessel.n.03	instrumentality, instrumentation
2369870	2369870.jpg	2189339	table	[207, 229, 293, 146]	furnishing.n.02	instrumentality, instrumentation
2369877	2369877.jpg	1810725	t-shirt	[306, 136, 190, 196]	shirt.n.01	article of clothing
2369879	2369879.jpg	2080170	boat	[173, 66, 230, 284]	boat.n.01	vehicle
2369882	2369882.jpg	1773248	shirt	[67, 131, 247, 212]	shirt.n.01	article of clothing
2369883	2369883.jpg	2252328	bidet	[225, 161, 210, 174]	vessel.n.03	instrumentality, instrumentation
2369886	2369886.jpg	608477	cake	[0, 182, 209, 224]	baked_goods.n.01	food, solid food
2369889	2369889.jpg	2678483	bed	[73, 137, 425, 173]	furnishing.n.02	instrumentality, instrumentation
2369893	2369893.jpg	608332	bench	[86, 52, 285, 286]	furnishing.n.02	instrumentality, instrumentation
2369895	2369895.jpg	3861069	truck	[334, 1, 164, 371]	truck.n.01	vehicle
2369899	2369899.jpg	608248	guy	[58, 11, 204, 363]	man.n.01	person
2369902	2369902.jpg	608199	girl	[170, 41, 165, 228]	woman.n.01	person
2369904	2369904.jpg	2316761	cabinet	[28, 335, 255, 158]	furnishing.n.02	instrumentality, instrumentation
2369913	2369913.jpg	608129	bed	[5, 258, 221, 242]	furnishing.n.02	instrumentality, instrumentation
2369918	2369918.jpg	608104	vase	[34, 24, 191, 392]	vessel.n.03	instrumentality, instrumentation
2369919	2369919.jpg	608088	dog	[1, 59, 499, 194]	dog.n.01	animal
2369923	2369923.jpg	3860916	table	[8, 191, 239, 155]	furnishing.n.02	instrumentality, instrumentation
2369927	2369927.jpg	3860911	shirt	[274, 162, 226, 208]	shirt.n.01	article of clothing
2369930	2369930.jpg	607988	donut	[63, 107, 281, 224]	baked_goods.n.01	food, solid food
2369931	2369931.jpg	607958	giraffe	[141, 48, 219, 452]	ungulate.n.01	animal
2369938	2369938.jpg	607842	sheep	[0, 248, 276, 182]	ungulate.n.01	animal
2369942	2369942.jpg	607806	giraffe	[37, 133, 363, 367]	ungulate.n.01	animal
2369944	2369944.jpg	607778	coat	[104, 223, 224, 270]	overgarment.n.01	article of clothing
2369946	2369946.jpg	1978307	jacket	[147, 107, 309, 212]	overgarment.n.01	article of clothing
2369950	2369950.jpg	1780707	seasoning	[92, 47, 331, 264]	foodstuff.n.02	food, nutrient
2369953	2369953.jpg	2247790	guy	[0, 0, 285, 332]	man.n.01	person
2369959	2369959.jpg	742864	girl	[342, 11, 157, 323]	woman.n.01	person
2369965	2369965.jpg	607598	pan	[219, 173, 277, 160]	kitchen_utensil.n.01	instrumentality, instrumentation
2369985	2369985.jpg	1882987	house	[220, 2, 277, 156]	house.n.01	structure, construction
2369987	2369987.jpg	1788728	sheep	[38, 44, 210, 289]	ungulate.n.01	animal
